excel_row,source_code,proquest_no_result_reason,description
6426,85-Hhlni-t.217,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6427,85-Hhlni-t.229,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6428,85-Hhlni-t.231,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6429,85-Hhlni-t.235,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6430,85-Hhlni-t.245,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6431,85-Hhlni-t.250,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6432,85-Hhlni-t.254,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6433,85-Hhlni-t.257,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6434,85-Hhlni-t.258,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6435,85-Hhlni-t.259,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6436,85-Hhlni-t.263,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6437,85-Hhlni-t.264,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6438,85-Hhlni-t.265,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6439,85-Hhlni-t.266,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6440,85-Hhlni-t.270,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6441,85-Hhlni-t.283,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6442,85-Hhlni-t.284,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6443,85-Hhlni-t.290,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6444,85-Hhlni-t.291,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6445,85-Hhlni-t.292,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6446,85-Hhlni-t.293,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6447,85-Hhlni-t.295,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6448,85-Hhlni-t.303,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6449,85-Hhlni-t.306,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6450,85-Hhlni-t.307,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6451,85-Hhlni-t.308,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6452,85-Hhlni-t.32,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6453,85-Hhlni-t.321,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6454,85-Hhlni-t.327,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6455,85-Hhlni-t.328,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6456,85-Hhlni-t.351,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6457,85-Hhlni-t.352,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6458,85-Hhlni-t.353,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6459,85-Hhlni-t.354,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6460,85-Hhlni-t.356,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6461,85-Hhlni-t.357,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6462,85-Hhlni-t.358,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6463,85-Hhlni-t.359,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6464,85-Hhlni-t.370,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6465,85-Hhlni-t.371,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6466,85-Hhlni-t.378,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6467,85-Hhlni-t.384,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6468,85-Hhlni-t.385,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6469,85-Hhlni-t.390,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6470,85-Hhlni-t.392,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6471,85-Hhlni-t.396,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6472,85-Hhlni-t.397,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6473,85-Hhlni-t.40,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6474,85-Hhlni-t.401,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6475,85-Hhlni-t.404,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6476,85-Hhlni-t.405,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6477,85-Hhlni-t.408,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6478,85-Hhlni-t.415,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6479,85-Hhlni-t.418,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6480,85-Hhlni-t.422,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6481,85-Hhlni-t.423,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6482,85-Hhlni-t.424,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6483,85-Hhlni-t.432,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6484,85-Hhlni-t.433,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6485,85-Hhlni-t.434,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6486,85-Hhlni-t.438,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6487,85-Hhlni-t.439,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6488,85-Hhlni-t.44,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6489,85-Hhlni-t.440,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6490,85-Hhlni-t.445,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6491,85-Hhlni-t.448,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6492,85-Hhlni-t.455,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6493,85-Hhlni-t.456,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6494,85-Hhlni-t.457,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6495,85-Hhlni-t.459,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6496,85-Hhlni-t.462,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6497,85-Hhlni-t.47,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6498,85-Hhlni-t.479,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6499,85-Hhlni-t.480,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6500,85-Hhlni-t.481,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6501,85-Hhlni-t.482,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6502,85-Hhlni-t.485,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6503,85-Hhlni-t.486,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6504,85-Hhlni-t.491,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
